단지명,층,건축년도,구,동,계약월,거래금액(억),유형,평
어반힐,8,2019,영등포구,양평동1가,05,3.15,소형,7.7
어반힐,9,2019,영등포구,양평동1가,12,3.0,소형,7.95
영등포중흥에스클래스,17,2021,영등포구,양평동1가,03,13.0,중형,25.74
삼성래미안,17,1998,영등포구,양평동2가,01,11.7,대형,34.74
상록수,11,1999,영등포구,양평동2가,01,6.1,소형,18.08
상록수,6,1999,영등포구,양평동2가,04,6.4,소형,18.08
상록수,13,1999,영등포구,양평동2가,05,5.1,소형,18.18
양평벽산블루밍,13,1990,영등포구,양평동2가,01,8.1,소형,18.05
양평벽산블루밍,13,1990,영등포구,양평동2가,02,8.3,소형,18.05
거성파스텔,8,1999,영등포구,양평동3가,05,9.6,소형,18.17
경남아너스빌,6,1998,영등포구,양평동3가,12,6.45,소형,18.15
삼천리,9,2000,영등포구,양평동3가,04,11.0,중형,25.74
삼천리,8,2000,영등포구,양평동3가,05,8.5,소형,18.17
삼천리,11,2000,영등포구,양평동3가,06,9.45,소형,18.17
삼호,14,1998,영등포구,양평동3가,06,9.45,중형,25.73
삼호,14,1998,영등포구,양평동3가,08,8.125,소형,18.17
우림루미아트,1,2004,영등포구,양평동3가,04,9.1,중형,25.72
월드메르디앙,9,2005,영등포구,양평동3가,06,10.0,중형,25.59
태승훼밀리,9,2008,영등포구,양평동3가,03,9.5,중형,25.72
현대2차,4,1990,영등포구,양평동3가,06,11.8,중형,24.52
경남아너스빌,1,2000,영등포구,양평동4가,03,8.1,중형,21.5
경남아너스빌,15,2000,영등포구,양평동4가,10,7.0,소형,18.13
경남아너스빌,5,2000,영등포구,양평동4가,12,6.5,중형,21.5
삼호한숲,8,2000,영등포구,양평동4가,04,9.2,소형,18.15
성원,8,1993,영등포구,양평동4가,04,9.9,중형,25.64
약산,4,1984,영등포구,양평동4가,01,2.0,소형,12.12
약산,3,1984,영등포구,양평동4가,05,2.05,소형,10.28
약산,5,1984,영등포구,양평동4가,06,2.2,소형,12.12
동보,1,1998,영등포구,양평동5가,02,8.95,중형,25.6
동보,8,1998,영등포구,양평동5가,04,8.7,소형,18.0
동보,12,1998,영등포구,양평동5가,04,8.9,소형,18.0
양평한신,13,1996,영등포구,양평동5가,02,9.4,소형,18.16
양평한신,8,1996,영등포구,양평동5가,03,11.05,중형,25.72
양평한신,14,1996,영등포구,양평동5가,03,11.0,중형,25.72
양평한신,4,1996,영등포구,양평동5가,04,9.0,소형,18.16
양평한신,7,1996,영등포구,양평동5가,06,8.5,소형,18.16
양평한신,19,1996,영등포구,양평동5가,06,8.8,소형,18.16
양평한신,18,1996,영등포구,양평동5가,06,8.85,소형,18.16
양평한신,17,1996,영등포구,양평동5가,07,8.8,소형,18.16
양평한신,12,1996,영등포구,양평동5가,09,11.0,중형,25.72
양평한신,18,1996,영등포구,양평동5가,12,6.195,소형,18.16
양평한신,11,1996,영등포구,양평동5가,12,7.7,소형,18.16
동양,6,2000,영등포구,양평동6가,06,8.3,소형,18.14
동양,2,2000,영등포구,양평동6가,07,8.6,중형,25.71
한솔,14,1999,영등포구,양평동6가,01,8.1,소형,17.96
한솔,8,1999,영등포구,양평동6가,04,7.5,소형,17.96
한솔,3,1999,영등포구,양평동6가,04,7.15,소형,17.96
한솔,15,1999,영등포구,양평동6가,05,11.0,대형,34.58
한솔,5,1999,영등포구,양평동6가,05,8.0,소형,17.96
광장,8,1978,영등포구,여의도동,06,36.0,대형,55.54
광장,2,1978,영등포구,여의도동,08,21.5,중대형,30.72
광장,5,1978,영등포구,여의도동,09,23.0,대형,35.31
대교,8,1975,영등포구,여의도동,04,30.4,대형,45.98
대우트럼프월드II,34,2003,영등포구,여의도동,02,41.0,대형,70.88
대우트럼프월드II,20,2003,영등포구,여의도동,05,18.7,대형,37.51
대우트럼프월드II,7,2003,영등포구,여의도동,05,18.4,대형,37.51
대우트럼프월드Ⅰ,17,2002,영등포구,여의도동,04,17.3,대형,32.45
대우트럼프월드Ⅰ,16,2002,영등포구,여의도동,05,19.7,대형,31.73
대우트럼프월드Ⅰ,39,2002,영등포구,여의도동,06,44.3,대형,74.22
대우트럼프월드Ⅰ,39,2002,영등포구,여의도동,06,44.3,대형,74.22
대우트럼프월드Ⅰ,33,2002,영등포구,여의도동,07,20.0,대형,32.45
대우트럼프월드Ⅰ,12,2002,영등포구,여의도동,07,23.7,대형,46.25
대우트럼프월드Ⅰ,28,2002,영등포구,여의도동,11,30.2,대형,54.09
라이프콤비,20,1994,영등포구,여의도동,03,16.0,대형,39.88
라이프콤비,22,1994,영등포구,여의도동,03,16.9,대형,37.09
라이프콤비,18,1994,영등포구,여의도동,03,13.8,대형,39.88
라이프콤비,23,1994,영등포구,여의도동,06,18.1,대형,39.88
라이프콤비,22,1994,영등포구,여의도동,07,16.9,대형,37.09
롯데캐슬아이비,18,2005,영등포구,여의도동,01,19.7,대형,34.42
롯데캐슬아이비,17,2005,영등포구,여의도동,02,19.0,대형,41.54
롯데캐슬아이비,3,2005,영등포구,여의도동,03,20.0,대형,34.42
롯데캐슬아이비,35,2005,영등포구,여의도동,07,42.0,대형,67.14
롯데캐슬엠파이어,14,2005,영등포구,여의도동,02,23.9,대형,49.65
롯데캐슬엠파이어,8,2005,영등포구,여의도동,03,19.2,대형,36.49
롯데캐슬엠파이어,38,2005,영등포구,여의도동,05,30.0,대형,58.73
롯데캐슬엠파이어,19,2005,영등포구,여의도동,05,20.0,대형,32.6
롯데캐슬엠파이어,14,2005,영등포구,여의도동,06,23.9,대형,49.65
롯데캐슬엠파이어,39,2005,영등포구,여의도동,06,29.0,대형,55.34
롯데캐슬엠파이어,39,2005,영등포구,여의도동,11,29.0,대형,55.34
롯데캐슬엠파이어,13,2005,영등포구,여의도동,12,19.3,대형,49.65
리첸시아,29,2003,영등포구,여의도동,04,28.0,대형,41.76
리첸시아,13,2003,영등포구,여의도동,04,26.0,대형,44.45
리첸시아,12,2003,영등포구,여의도동,04,25.0,대형,36.12
리첸시아,33,2003,영등포구,여의도동,06,24.1,대형,44.76
목화,3,1977,영등포구,여의도동,05,21.7,중대형,27.05
목화,3,1977,영등포구,여의도동,05,16.4,소형,15.08
목화,3,1977,영등포구,여의도동,06,21.85,중대형,27.05
미성,3,1978,영등포구,여의도동,04,21.0,중대형,28.04
삼부,9,1975,영등포구,여의도동,01,27.2,대형,32.24
삼부,13,1975,영등포구,여의도동,07,30.3,대형,44.45
삼부,14,1975,영등포구,여의도동,07,20.1,중대형,27.92
삼부,14,1975,영등포구,여의도동,07,26.0,대형,32.24
삼부,12,1975,영등포구,여의도동,08,32.0,대형,44.45
삼익,12,1974,영등포구,여의도동,05,23.0,대형,37.21
삼익,9,1974,영등포구,여의도동,05,23.4,대형,37.21
서울,12,1976,영등포구,여의도동,03,42.5,대형,42.22
서울,8,1976,영등포구,여의도동,07,55.5,대형,60.69
서울,3,1976,영등포구,여의도동,09,40.0,대형,42.22
서울,3,1976,영등포구,여의도동,10,33.5,대형,42.22
수정,14,1976,영등포구,여의도동,01,26.0,대형,45.65
수정,12,1976,영등포구,여의도동,01,26.0,대형,45.65
수정,10,1976,영등포구,여의도동,05,26.27,대형,45.65
순복음(초원),14,1971,영등포구,여의도동,04,11.5,중형,20.28
순복음(초원),6,1971,영등포구,여의도동,07,12.75,중형,20.28
시범,11,1971,영등포구,여의도동,05,17.45,중형,18.47
시범,9,1971,영등포구,여의도동,08,32.0,대형,47.57
시범,2,1971,영등포구,여의도동,12,20.0,대형,35.79
여의도자이,12,2008,영등포구,여의도동,01,25.0,대형,45.13
여의도자이,26,2008,영등포구,여의도동,06,30.4,대형,49.59
여의도자이,31,2008,영등포구,여의도동,07,34.5,대형,55.29
여의도자이,15,2008,영등포구,여의도동,08,32.0,대형,55.29
은하,10,1974,영등포구,여의도동,12,17.8,대형,36.82
장미,3,1978,영등포구,여의도동,04,25.5,대형,40.51
진주,2,1977,영등포구,여의도동,03,8.0,중형,21.81
한양,4,1975,영등포구,여의도동,03,25.8,대형,45.31
한양,1,1975,영등포구,여의도동,04,20.3,대형,33.16
화랑,7,1977,영등포구,여의도동,04,21.9,대형,31.67
화랑,5,1977,영등포구,여의도동,08,27.0,대형,44.48
두산위브,10,2004,영등포구,영등포동,03,12.45,대형,34.57
라르파크,15,2021,영등포구,영등포동,05,5.0,소형,9.16
라르파크,10,2021,영등포구,영등포동,08,5.1,소형,9.19
라르파크,10,2021,영등포구,영등포동,08,5.1,소형,9.19
라르파크,13,2021,영등포구,영등포동,08,5.0,소형,9.16
순영웰라이빌,6,2002,영등포구,영등포동,03,9.35,중형,25.72
영등포푸르지오,14,2002,영등포구,영등포동,03,12.3,중형,24.17
영등포푸르지오,23,2002,영등포구,영등포동,03,12.15,중형,24.17
영등포푸르지오,4,2002,영등포구,영등포동,04,11.0,소형,18.16
영등포푸르지오,21,2002,영등포구,영등포동,04,13.1,중형,25.73
영등포푸르지오,12,2002,영등포구,영등포동,05,13.8,중형,25.73
영등포푸르지오,19,2002,영등포구,영등포동,05,12.8,중형,24.17
영등포푸르지오,19,2002,영등포구,영등포동,08,10.0,소형,18.16
영등포푸르지오,18,2002,영등포구,영등포동,09,11.85,중형,24.17
영등포푸르지오,6,2002,영등포구,영등포동,10,9.5,중형,25.73
영등포푸르지오,23,2002,영등포구,영등포동,10,10.5,중형,25.71
내이처해밀,7,2012,영등포구,영등포동1가,02,1.18,소형,4.32
내이처해밀,6,2012,영등포구,영등포동1가,02,1.22,소형,4.51
내이처해밀,10,2012,영등포구,영등포동1가,02,1.27,소형,4.32
내이처해밀,11,2012,영등포구,영등포동1가,02,1.35,소형,4.32
내이처해밀,9,2012,영등포구,영등포동1가,03,1.28,소형,4.32
내이처해밀,2,2012,영등포구,영등포동1가,03,1.2,소형,4.32
내이처해밀,2,2012,영등포구,영등포동1가,03,1.2,소형,4.32
내이처해밀,2,2012,영등포구,영등포동1가,05,1.2,소형,4.32
내이처해밀,10,2012,영등포구,영등포동1가,07,1.26,소형,4.51
내이처해밀,3,2012,영등포구,영등포동1가,07,1.6,소형,4.32
내이처해밀,12,2012,영등포구,영등포동1가,07,1.28,소형,4.51
내이처해밀,5,2012,영등포구,영등포동1가,09,1.45,소형,4.32
내이처해밀,10,2012,영등포구,영등포동1가,11,1.24,소형,4.32
내이처해밀,12,2012,영등포구,영등포동1가,11,1.3,소형,4.32
내이처해밀,4,2012,영등포구,영등포동1가,11,1.239,소형,4.32
스테이72여의도,9,2013,영등포구,영등포동1가,01,1.5,소형,3.93
스테이72여의도,11,2013,영등포구,영등포동1가,03,1.35,소형,3.65
스테이72여의도,9,2013,영등포구,영등포동1가,03,1.4,소형,3.65
스테이72여의도,7,2013,영등포구,영등포동1가,03,1.4,소형,3.76
스테이72여의도,12,2013,영등포구,영등포동1가,04,1.4,소형,3.93
스테이72여의도,12,2013,영등포구,영등포동1가,04,1.4,소형,3.93
여의도더리브스타일,7,2020,영등포구,영등포동1가,02,2.0,소형,4.5
여의도더리브스타일,3,2020,영등포구,영등포동1가,03,1.85,소형,4.5
여의도더리브스타일,6,2020,영등포구,영등포동1가,04,1.93,소형,4.5
여의도더리브스타일,17,2020,영등포구,영등포동1가,05,5.0,소형,9.17
여의도더리브스타일,3,2020,영등포구,영등포동1가,07,1.85,소형,4.5
여의도더리브스타일,5,2020,영등포구,영등포동1가,09,2.0,소형,4.5
여의도더리브스타일,4,2020,영등포구,영등포동1가,10,2.15,소형,4.5
여의도더리브스타일,3,2020,영등포구,영등포동1가,11,2.15,소형,4.5
여의도씨티아이,14,2013,영등포구,영등포동1가,05,1.38,소형,4.2
여의도씨티아이,14,2013,영등포구,영등포동1가,05,1.35,소형,3.82
여의도씨티아이,18,2013,영등포구,영등포동1가,05,1.3,소형,3.82
여의도씨티아이,14,2013,영등포구,영등포동1가,06,1.26,소형,3.82
여의도씨티아이,16,2013,영등포구,영등포동1가,08,1.34,소형,4.2
여의도씨티아이,16,2013,영등포구,영등포동1가,09,1.33,소형,3.91
여의도씨티아이,13,2013,영등포구,영등포동1가,11,1.33,소형,3.82
여의도씨티아이,14,2013,영등포구,영등포동1가,12,1.339,소형,3.82
여의도의아침,4,2012,영등포구,영등포동1가,03,1.5,소형,3.75
여의도의아침,5,2012,영등포구,영등포동1가,05,1.35,소형,3.75
여의도의아침,6,2012,영등포구,영등포동1가,05,1.2,소형,3.66
창방누리애,7,2006,영등포구,영등포동1가,04,8.0,중형,25.57
창방누리애,2,2006,영등포구,영등포동1가,06,8.3,중형,25.57
헤렌어반,9,2011,영등포구,영등포동1가,02,1.25,소형,4.04
헤렌어반,5,2011,영등포구,영등포동1가,03,1.11,소형,3.94
헤렌어반,8,2011,영등포구,영등포동1가,05,1.5,소형,6.48
헤렌어반,4,2011,영등포구,영등포동1가,10,1.4,소형,4.04
헤렌어반,3,2011,영등포구,영등포동1가,10,1.35,소형,4.04
헤렌어반,7,2011,영등포구,영등포동1가,10,1.5,소형,5.61
헤렌어반,2,2011,영등포구,영등포동1가,11,1.2,소형,4.04
헤렌어반,3,2011,영등포구,영등포동1가,11,1.2,소형,5.0
헤렌어반,8,2011,영등포구,영등포동1가,12,1.15,소형,4.0
헤렌어반,4,2011,영등포구,영등포동1가,12,1.1,소형,4.04
헤렌어반,7,2011,영등포구,영등포동1가,12,1.2,소형,3.96
헤렌어반,6,2011,영등포구,영등포동1가,12,1.2,소형,3.96
헤렌어반,8,2011,영등포구,영등포동1가,12,1.7,소형,5.74
경동미르웰여의도,10,2017,영등포구,영등포동2가,02,2.0,소형,4.25
경동미르웰여의도,6,2017,영등포구,영등포동2가,05,1.45,소형,4.25
경동미르웰여의도,9,2017,영등포구,영등포동2가,08,1.75,소형,4.25
경동미르웰여의도,5,2017,영등포구,영등포동2가,10,1.6,소형,4.25
이지리움S,8,2013,영등포구,영등포동2가,01,1.5,소형,3.71
이지리움S,10,2013,영등포구,영등포동2가,01,1.55,소형,4.05
이지리움S,7,2013,영등포구,영등포동2가,01,1.54,소형,4.05
이지리움S,11,2013,영등포구,영등포동2가,02,1.55,소형,4.05
이지리움S,10,2013,영등포구,영등포동2가,02,1.5,소형,3.67
이지리움S,11,2013,영등포구,영등포동2가,02,1.5,소형,3.76
이지리움S,7,2013,영등포구,영등포동2가,06,1.32,소형,4.05
이지리움S,9,2013,영등포구,영등포동2가,06,1.2,소형,4.05
이지리움S,10,2013,영등포구,영등포동2가,07,1.55,소형,4.05
이지리움S,11,2013,영등포구,영등포동2가,08,1.55,소형,4.05
이지리움S,9,2013,영등포구,영등포동2가,09,1.0,소형,4.05
이지리움S,13,2013,영등포구,영등포동2가,10,1.35,소형,4.05
이지리움S,9,2013,영등포구,영등포동2가,12,1.6,소형,3.76
포레스트힐시티,11,2014,영등포구,영등포동3가,01,1.1,소형,4.1
포레스트힐시티,12,2014,영등포구,영등포동3가,03,1.32,소형,4.1
포레스트힐시티,5,2014,영등포구,영등포동3가,03,1.143,소형,4.1
포레스트힐시티,3,2014,영등포구,영등포동3가,04,1.13,소형,4.1
포레스트힐시티,9,2014,영등포구,영등포동3가,05,1.15,소형,4.1
포레스트힐시티,13,2014,영등포구,영등포동3가,05,1.17,소형,4.1
포레스트힐시티,3,2014,영등포구,영등포동3가,09,1.35,소형,4.1
영등포그랑그루,10,2012,영등포구,영등포동4가,01,1.3,소형,3.67
영등포그랑그루,10,2012,영등포구,영등포동4가,02,1.4,소형,3.67
영등포그랑그루,6,2012,영등포구,영등포동4가,03,1.4,소형,3.67
영등포그랑그루,9,2012,영등포구,영등포동4가,05,1.4,소형,3.67
영등포그랑그루,6,2012,영등포구,영등포동4가,05,1.4,소형,3.67
영등포그랑그루,7,2012,영등포구,영등포동4가,05,1.3,소형,3.67
영등포그랑그루,11,2012,영등포구,영등포동4가,06,1.45,소형,3.67
영등포그랑그루,11,2012,영등포구,영등포동4가,06,1.3,소형,3.67
영등포그랑그루,11,2012,영등포구,영등포동4가,07,1.35,소형,3.67
영등포그랑그루,12,2012,영등포구,영등포동4가,09,1.4,소형,3.67
영등포그랑그루,6,2012,영등포구,영등포동4가,10,1.295,소형,3.67
경남아너스빌,13,1998,영등포구,영등포동7가,03,13.2,대형,34.78
경남아너스빌,18,1998,영등포구,영등포동7가,03,10.07,소형,18.15
경남아너스빌,1,1998,영등포구,영등포동7가,03,8.28,소형,18.15
경남아너스빌,4,1998,영등포구,영등포동7가,04,9.59,소형,18.15
경남아너스빌,16,1998,영등포구,영등포동7가,05,10.07,소형,18.15
경남아너스빌,9,1998,영등포구,영등포동7가,06,12.5,중형,25.74
경남아너스빌,12,1998,영등포구,영등포동7가,06,9.8,소형,18.15
경남아너스빌,8,1998,영등포구,영등포동7가,06,13.77,대형,34.78
브라운스톤영등포,6,2004,영등포구,영등포동7가,04,9.5,중형,25.73
브라운스톤영등포,10,2004,영등포구,영등포동7가,04,9.85,중형,25.69
아크로타워스퀘어,16,2017,영등포구,영등포동7가,04,16.1,중형,25.65
아크로타워스퀘어,33,2017,영등포구,영등포동7가,04,22.0,대형,35.02
아크로타워스퀘어,25,2017,영등포구,영등포동7가,05,16.2,중형,25.65
아크로타워스퀘어,20,2017,영등포구,영등포동7가,05,16.45,중형,25.65
아크로타워스퀘어,5,2017,영등포구,영등포동7가,06,17.25,중형,25.65
아크로타워스퀘어,13,2017,영등포구,영등포동7가,07,15.5,중형,25.67
아크로타워스퀘어,14,2017,영등포구,영등포동7가,10,11.9,소형,18.15
여의휴젠느,17,2018,영등포구,영등포동7가,01,5.0,소형,10.73
포레나영등포센트럴,18,2020,영등포구,영등포동7가,12,9.3,소형,18.15
포레나영등포센트럴,18,2020,영등포구,영등포동7가,12,9.3,소형,18.15
훼미리하우스117,12,2012,영등포구,영등포동7가,02,1.35,소형,5.15
훼미리하우스117,5,2012,영등포구,영등포동7가,05,1.24,소형,5.12
훼미리하우스117,9,2012,영등포구,영등포동7가,05,1.29,소형,5.15
훼미리하우스117,10,2012,영등포구,영등포동7가,05,1.339,소형,5.15
훼미리하우스117,3,2012,영등포구,영등포동7가,09,1.55,소형,5.15
훼미리하우스117,8,2012,영등포구,영등포동7가,10,1.28,소형,5.15
당산푸르지오,8,2004,영등포구,영등포동8가,03,16.5,대형,34.7
당산푸르지오,11,2004,영등포구,영등포동8가,03,15.6,대형,34.7
당산푸르지오,3,2004,영등포구,영등포동8가,08,15.3,대형,49.6
삼환,13,1999,영등포구,영등포동8가,05,12.5,중형,25.72
삼환,14,1999,영등포구,영등포동8가,08,9.5,소형,18.15
영등포메이준2011,19,2012,영등포구,영등포동8가,02,1.35,소형,3.67
영등포메이준2011,18,2012,영등포구,영등포동8가,03,1.35,소형,3.67
영등포메이준2011,18,2012,영등포구,영등포동8가,03,1.35,소형,3.67
영등포메이준2011,17,2012,영등포구,영등포동8가,05,1.35,소형,3.67
영등포메이준2011,18,2012,영등포구,영등포동8가,12,1.35,소형,3.67
도원,3,1983,용산구,도원동,06,2.6,소형,10.55
도원,1,1983,용산구,도원동,09,1.2,소형,10.55
삼성래미안,21,2001,용산구,도원동,06,15.3,중형,25.66
삼성래미안,13,2001,용산구,도원동,06,16.4,대형,34.85
제일1,5,1971,용산구,도원동,02,2.4,소형,13.72
제일1,3,1971,용산구,도원동,03,1.85,소형,13.72
제일1,1,1971,용산구,도원동,04,2.0,소형,13.72
제일1,4,1971,용산구,도원동,04,2.5,소형,13.72
제일1,4,1971,용산구,도원동,07,2.85,소형,13.72
동자,1,1969,용산구,동자동,08,5.0,소형,13.33
센트레빌아스테리움서울,24,2013,용산구,동자동,04,18.0,대형,44.0
센트레빌아스테리움서울,12,2013,용산구,동자동,05,16.5,대형,39.71
센트레빌아스테리움서울,27,2013,용산구,동자동,06,18.3,대형,38.81
센트레빌아스테리움서울,16,2013,용산구,동자동,07,16.8,대형,38.81
CJ나인파크,26,2007,용산구,문배동,05,15.6,중형,25.75
CJ나인파크,4,2007,용산구,문배동,12,13.4,중대형,29.47
리첸시아용산B,12,2010,용산구,문배동,07,19.9,대형,44.17
삼라마이다스빌2,3,2004,용산구,문배동,04,12.0,중형,21.96
아크로타워,2,2007,용산구,문배동,03,14.7,중형,25.75
아크로타워,18,2007,용산구,문배동,07,18.3,대형,38.27
용산KCC웰츠타워,25,2015,용산구,문배동,04,15.3,중형,25.46
용산KCC웰츠타워,38,2015,용산구,문배동,05,14.75,중형,25.46
용산큐브,15,2013,용산구,문배동,02,1.84,소형,3.94
용산큐브,19,2013,용산구,문배동,05,1.9,소형,3.94
용산큐브,20,2013,용산구,문배동,05,1.92,소형,3.94
용산큐브,17,2013,용산구,문배동,06,2.0,소형,3.94
용산큐브,17,2013,용산구,문배동,07,2.0,소형,3.94
용산큐브,16,2013,용산구,문배동,08,1.91,소형,3.94
용산큐브,20,2013,용산구,문배동,08,1.955,소형,3.94
용산큐브,14,2013,용산구,문배동,09,1.9,소형,3.94
용산큐브,17,2013,용산구,문배동,10,1.8,소형,3.94
이안용산1차(101동),5,2005,용산구,문배동,05,13.6,중형,25.75
프라임펠리스,18,2012,용산구,문배동,01,1.55,소형,4.15
프라임펠리스,19,2012,용산구,문배동,02,2.53,소형,6.48
프라임펠리스,18,2012,용산구,문배동,04,1.59,소형,4.15
프라임펠리스,19,2012,용산구,문배동,06,1.88,소형,4.15
프라임펠리스,18,2012,용산구,문배동,11,1.65,소형,4.15
프라임펠리스,14,2012,용산구,문배동,11,1.65,소형,4.15
프라임펠리스,17,2012,용산구,문배동,11,1.55,소형,4.15
리버빌(삼성),5,2000,용산구,보광동,04,12.15,소형,18.09
리버빌(삼성),4,2000,용산구,보광동,12,10.0,소형,18.09
신동아1,1,1992,용산구,보광동,04,22.1,중형,25.74
주미,7,1973,용산구,보광동,11,14.915,중형,24.0
주미,9,1973,용산구,보광동,11,14.3,중형,21.03
한강타운,7,2001,용산구,산천동,04,10.4,소형,18.09
한강타운,12,2001,용산구,산천동,12,9.0,소형,18.09
신동아,10,1984,용산구,서빙고동,03,40.5,대형,42.67
한강르네상스,6,2010,용산구,서빙고동,04,14.5,중형,18.31
용산e편한세상,8,2011,용산구,신계동,03,18.95,중형,25.52
용산e편한세상,3,2011,용산구,신계동,03,18.4,중형,25.52
용산e편한세상,10,2011,용산구,신계동,04,21.0,중형,25.52
용산e편한세상,20,2011,용산구,신계동,05,21.0,중형,25.72
용산e편한세상,20,2011,용산구,신계동,05,23.75,대형,47.96
원효전자상가,2,1974,용산구,신계동,09,8.0,소형,16.9
대호드림빌(38-213),2,2002,용산구,용문동,03,8.83,중형,25.35
브라운스톤,6,2011,용산구,용문동,04,13.0,소형,18.16
용암한신,7,1982,용산구,용산동2가,07,7.0,중형,22.02
용암한신,5,1982,용산구,용산동2가,11,6.0,중형,22.02
용산파크타워(24-0),32,2009,용산구,용산동5가,05,27.0,대형,45.43
용산파크타워(24-1),12,2009,용산구,용산동5가,02,28.5,대형,42.33
로얄카운티-3,2,2007,용산구,원효로1가,01,12.0,대형,39.68
리첸시아용산,24,2010,용산구,원효로1가,05,45.0,대형,60.1
용산더프라임,26,2014,용산구,원효로1가,04,18.5,대형,37.48
용산더프라임,9,2014,용산구,원효로1가,05,22.0,대형,43.3
용산더프라임,32,2014,용산구,원효로1가,05,21.0,대형,43.3
강변삼성스위트,22,1999,용산구,원효로4가,05,13.5,중형,25.73
강변삼성스위트,15,1999,용산구,원효로4가,06,13.0,소형,18.16
강변삼성스위트,15,1999,용산구,원효로4가,12,13.0,소형,18.16
산호,2,1977,용산구,원효로4가,05,15.0,중대형,30.47
풍전,1,1971,용산구,원효로4가,05,10.7,중형,24.76
풍전,4,1971,용산구,원효로4가,06,11.9,중형,24.76
풍전,4,1971,용산구,원효로4가,06,11.9,중형,24.76
풍전,2,1971,용산구,원효로4가,06,11.9,중형,24.76
G&D용산드림,6,2020,용산구,이촌동,03,5.95,소형,4.91
LG한강자이,23,2003,용산구,이촌동,02,44.0,대형,61.58
강변,6,1971,용산구,이촌동,03,11.7,중형,20.02
강서,4,1972,용산구,이촌동,01,11.8,소형,16.44
강촌,8,1998,용산구,이촌동,01,21.0,중형,25.69
강촌,6,1998,용산구,이촌동,02,25.95,대형,32.32
강촌,18,1998,용산구,이촌동,04,22.5,중형,25.71
강촌,7,1998,용산구,이촌동,05,26.0,대형,34.73
강촌,10,1998,용산구,이촌동,05,26.6,대형,32.32
강촌,8,1998,용산구,이촌동,05,21.0,중형,25.71
강촌,11,1998,용산구,이촌동,06,23.15,중형,25.71
강촌,8,1998,용산구,이촌동,08,25.5,대형,34.73
강촌,15,1998,용산구,이촌동,12,21.5,대형,34.73
대림,10,1994,용산구,이촌동,07,25.5,대형,34.84
대림,8,1994,용산구,이촌동,08,21.0,중형,25.69
동부센트레빌,19,2001,용산구,이촌동,12,21.0,중대형,30.58
동아그린,2,1999,용산구,이촌동,04,13.8,소형,18.05
동아그린,5,1999,용산구,이촌동,08,9.7,소형,13.04
동아그린,12,1999,용산구,이촌동,11,9.9,소형,13.04
동원베네스트,10,2005,용산구,이촌동,06,17.0,중형,25.75
동원베네스트,11,2005,용산구,이촌동,08,14.01,중형,25.75
래미안첼리투스,41,2015,용산구,이촌동,01,50.9998,대형,37.58
로얄맨숀,8,1972,용산구,이촌동,01,23.75,대형,56.4
로얄맨숀,12,1972,용산구,이촌동,05,24.7998,대형,56.4
리버뷰,8,1970,용산구,이촌동,03,14.8,대형,42.1
반도,7,1977,용산구,이촌동,03,30.8,대형,59.84
반도,4,1977,용산구,이촌동,04,34.0,대형,50.66
반도,4,1977,용산구,이촌동,05,34.0,대형,50.66
반도,6,1977,용산구,이촌동,05,36.0,대형,50.41
북한강(성원),6,2001,용산구,이촌동,03,17.7,소형,18.05
북한강(성원),2,2001,용산구,이촌동,07,16.6,소형,18.05
삼익,6,1979,용산구,이촌동,01,23.35,대형,31.78
삼익,3,1979,용산구,이촌동,09,17.72,대형,31.78
왕궁,1,1974,용산구,이촌동,05,24.0,대형,31.05
이촌동삼성리버스위트,6,2002,용산구,이촌동,10,32.0,대형,41.63
이촌동삼성리버스위트,5,2002,용산구,이촌동,11,37.5,대형,54.79
이촌코오롱(A),11,1999,용산구,이촌동,03,20.9,중형,25.69
이촌코오롱(A),6,1999,용산구,이촌동,11,20.0,대형,34.75
장미(203-14),3,1972,용산구,이촌동,05,10.35,소형,14.18
정우,10,1972,용산구,이촌동,03,24.6,대형,78.14
퀸스리버빌,2,1999,용산구,이촌동,05,14.0,대형,60.32
타워맨션,9,1973,용산구,이촌동,03,23.0,대형,46.83
한가람,17,1998,용산구,이촌동,01,28.3,대형,34.84
한가람,9,1998,용산구,이촌동,01,18.83,소형,18.15
한가람,17,1998,용산구,이촌동,02,24.0,중형,25.72
한가람,18,1998,용산구,이촌동,03,14.0,소형,18.15
한가람,8,1998,용산구,이촌동,04,18.0,소형,18.15
한가람,21,1998,용산구,이촌동,04,18.6,소형,18.15
한가람,17,1998,용산구,이촌동,04,26.6,대형,34.84
한가람,18,1998,용산구,이촌동,05,18.6,소형,18.15
한가람,18,1998,용산구,이촌동,05,18.6,소형,18.15
한가람,17,1998,용산구,이촌동,09,17.7,소형,18.15
한강(대우),19,2000,용산구,이촌동,04,23.8,중형,25.74
한강(대우),11,2000,용산구,이촌동,04,21.0,중형,25.75
한강(대우),7,2000,용산구,이촌동,05,18.7,소형,18.18
한강(대우),3,2000,용산구,이촌동,06,27.7,대형,40.65
한강(대우),12,2000,용산구,이촌동,06,18.0,소형,18.18
한강(대우),8,2000,용산구,이촌동,10,18.0,중형,25.75
한강맨숀,2,1971,용산구,이촌동,01,43.0,대형,36.53
한강맨숀,1,1971,용산구,이촌동,02,42.5,대형,36.53
한강맨숀,3,1971,용산구,이촌동,04,33.3,중대형,26.53
한강맨숀,1,1971,용산구,이촌동,04,38.0,중대형,26.53
